 % Simple dark flight model for the fireball: IT20000000
 % Hypothesis: no Earth rotation; no winds; exponential atmosphere COESA 1976 model. 
 % Input data from atmospheric dynamical model. 
    
 INPUT DATA 
    
 % Drag coefficient (adimensional):                          0.58 
 % M/S for dark flight (kg/m^2):                           224.99 
 % Drag*S/M for dark flight (m^2/kg):                    0.002578 
 % Start height dark flight (km):                           23.25 
 % Start velocity dark flight (km/s):                        3.04 
 % Start acceleration dark flight (km/s^2):                 -1.24 
    
 RESULTS 
    
 % Horizontal length dark flight (km):                      10.16 
 % Flight time (s):                                        213.00 
 % Geographical Latitude strewn field (degree):           45.3293  
 % Geographical Longitude strewn field (degree):          12.0667 
    
% quota (km)     Vx (km/s)       Vy (km/s)      V (km/s)        Lx (km)     tempo di caduta (s)
    
     7.094 	      0.000 	     -0.085 	      0.085 		      10.16 	     108.50 
     7.051 	      0.000 	     -0.085 	      0.085 		      10.16 	     109.00 
     7.009 	      0.000 	     -0.084 	      0.084 		      10.16 	     109.50 
     6.967 	      0.000 	     -0.084 	      0.084 		      10.16 	     110.00 
     6.925 	      0.000 	     -0.084 	      0.084 		      10.16 	     110.50 
     6.883 	      0.000 	     -0.084 	      0.084 		      10.16 	     111.00 
     6.841 	      0.000 	     -0.084 	      0.084 		      10.16 	     111.50 
     6.800 	      0.000 	     -0.083 	      0.083 		      10.16 	     112.00 
     6.758 	      0.000 	     -0.083 	      0.083 		      10.16 	     112.50 
     6.717 	      0.000 	     -0.083 	      0.083 		      10.16 	     113.00 
     6.675 	      0.000 	     -0.083 	      0.083 		      10.16 	     113.50 
     6.634 	      0.000 	     -0.082 	      0.082 		      10.16 	     114.00 
     6.593 	      0.000 	     -0.082 	      0.082 		      10.16 	     114.50 
     6.552 	      0.000 	     -0.082 	      0.082 		      10.16 	     115.00 
     6.511 	      0.000 	     -0.082 	      0.082 		      10.16 	     115.50 
     6.470 	      0.000 	     -0.082 	      0.082 		      10.16 	     116.00 
     6.429 	      0.000 	     -0.081 	      0.081 		      10.16 	     116.50 
     6.388 	      0.000 	     -0.081 	      0.081 		      10.16 	     117.00 
     6.348 	      0.000 	     -0.081 	      0.081 		      10.16 	     117.50 
     6.307 	      0.000 	     -0.081 	      0.081 		      10.16 	     118.00 
     6.267 	      0.000 	     -0.081 	      0.081 		      10.16 	     118.50 
     6.227 	      0.000 	     -0.080 	      0.080 		      10.16 	     119.00 
     6.187 	      0.000 	     -0.080 	      0.080 		      10.16 	     119.50 
     6.147 	      0.000 	     -0.080 	      0.080 		      10.16 	     120.00 
     6.107 	      0.000 	     -0.080 	      0.080 		      10.16 	     120.50 
     6.067 	      0.000 	     -0.080 	      0.080 		      10.16 	     121.00 
     6.027 	      0.000 	     -0.079 	      0.079 		      10.16 	     121.50 
     5.988 	      0.000 	     -0.079 	      0.079 		      10.16 	     122.00 
     5.948 	      0.000 	     -0.079 	      0.079 		      10.16 	     122.50 
     5.909 	      0.000 	     -0.079 	      0.079 		      10.16 	     123.00 
     5.869 	      0.000 	     -0.079 	      0.079 		      10.16 	     123.50 
     5.830 	      0.000 	     -0.078 	      0.078 		      10.16 	     124.00 
     5.791 	      0.000 	     -0.078 	      0.078 		      10.16 	     124.50 
     5.752 	      0.000 	     -0.078 	      0.078 		      10.16 	     125.00 
     5.713 	      0.000 	     -0.078 	      0.078 		      10.16 	     125.50 
     5.674 	      0.000 	     -0.078 	      0.078 		      10.16 	     126.00 
     5.635 	      0.000 	     -0.077 	      0.077 		      10.16 	     126.50 
     5.596 	      0.000 	     -0.077 	      0.077 		      10.16 	     127.00 
     5.558 	      0.000 	     -0.077 	      0.077 		      10.16 	     127.50 
     5.519 	      0.000 	     -0.077 	      0.077 		      10.16 	     128.00 
     5.481 	      0.000 	     -0.077 	      0.077 		      10.16 	     128.50 
     5.442 	      0.000 	     -0.077 	      0.077 		      10.16 	     129.00 
     5.404 	      0.000 	     -0.076 	      0.076 		      10.16 	     129.50 
     5.366 	      0.000 	     -0.076 	      0.076 		      10.16 	     130.00 
     5.328 	      0.000 	     -0.076 	      0.076 		      10.16 	     130.50 
     5.290 	      0.000 	     -0.076 	      0.076 		      10.16 	     131.00 
     5.252 	      0.000 	     -0.076 	      0.076 		      10.16 	     131.50 
     5.214 	      0.000 	     -0.076 	      0.076 		      10.16 	     132.00 
     5.177 	      0.000 	     -0.075 	      0.075 		      10.16 	     132.50 
     5.139 	      0.000 	     -0.075 	      0.075 		      10.16 	     133.00 
     5.101 	      0.000 	     -0.075 	      0.075 		      10.16 	     133.50 
     5.064 	      0.000 	     -0.075 	      0.075 		      10.16 	     134.00 
     5.027 	      0.000 	     -0.075 	      0.075 		      10.16 	     134.50 
     4.989 	      0.000 	     -0.074 	      0.074 		      10.16 	     135.00 
